"","MFMRCFS0322","MFMRCFS0422","MFMRCFS0522","MFMRCFS0622","MFMRCFS0722","MFMRCFS0822","MFMRCFS0922","MFMRCFS1022","MFMRCFS1122","MFMRCFS1222","MFMRCFS1322","MFMRCFS1422","MFMRCFS1522","MFMRCFS1622","MFMRCFS1722"
"Halopseudomonas litoralis",122,45,67,37,24,35,55,54,39,23,44,0,18,21,14
"Halopseudomonas sabulinigri",44,24,47,12,26,28,111,30,18,24,10,22,0,10,0
"Halopseudomonas salegens",92,28,41,22,38,151,42,47,22,22,18,0,10,0,10
"Halopseudomonas sp. RR6",56,30,39,23,25,25,81,49,40,18,27,15,14,0,0
"Halopseudomonas xinjiangensis",38,34,23,21,44,21,50,28,12,16,14,10,10,19,0
"Permianibacter aggregans",70,24,32,28,28,22,70,40,28,10,26,24,18,0,0
"Pseudomonas aeruginosa",5971,4911,6521,1981,3946,845,5846,2850,2023,1223,2350,2209,998,545,377
"Pseudomonas agarici",84,28,58,14,28,0,26,28,16,14,22,10,0,12,0
"Pseudomonas alcaligenes",296,192,289,122,330,79,969,257,78,126,151,137,93,34,35
"Pseudomonas alcaliphila",22,0,17,17,0,26,82,30,0,10,22,0,0,0,0
"Pseudomonas alkylphenolica",102,30,62,25,41,31,112,37,40,40,46,24,28,45,36
"Pseudomonas allokribbensis",90,0,12,10,23,17,35,41,10,10,23,0,0,0,0
"Pseudomonas alvandae",64,34,18,29,35,16,40,16,28,22,0,0,14,0,0
"Pseudomonas amygdali",105,109,69,49,35,0,76,81,0,32,62,0,39,31,0
"Pseudomonas antarctica",98,22,63,10,31,27,53,47,38,18,36,27,12,17,0
"Pseudomonas anuradhapurensis",27,0,0,0,0,0,36,35,0,10,15,0,0,0,0
"Pseudomonas argentinensis",50,26,52,26,40,14,70,32,34,34,38,32,12,10,0
"Pseudomonas arsenicoxydans",31,14,37,16,33,16,40,48,18,30,33,12,12,14,0
"Pseudomonas asgharzadehiana",28,18,21,10,19,0,26,17,18,16,23,0,0,0,0
"Pseudomonas asiatica",87,0,90,0,0,0,0,0,0,27,0,0,0,0,0
"Pseudomonas asplenii",18,10,26,0,15,11,0,0,16,0,0,0,11,11,0
"Pseudomonas asturiensis",78,30,44,18,56,48,63,29,25,18,18,0,18,12,14
"Pseudomonas atacamensis",73,19,0,0,31,20,23,0,0,0,0,0,0,0,0
"Pseudomonas azerbaijanoriens",35,0,0,0,24,0,15,15,17,0,0,0,0,12,12
"Pseudomonas azotoformans",116,59,117,41,53,34,124,113,53,21,57,30,20,21,0
"Pseudomonas balearica",296,99,183,70,208,28,156,239,36,50,125,71,42,20,29
"Pseudomonas bijieensis",0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas brassicacearum",341,369,397,206,337,161,505,378,106,37,175,0,171,251,155
"Pseudomonas brenneri",28,25,15,17,28,0,46,17,0,0,15,0,0,0,0
"Pseudomonas campi",50,24,24,12,24,26,76,24,20,28,20,20,0,0,0
"Pseudomonas Candidatus Pseudomonas adelgestsugas",0,10,12,0,0,14,18,10,12,0,0,0,0,0,0
"Pseudomonas cavernae",67,26,65,39,40,24,82,69,40,14,36,22,34,22,14
"Pseudomonas cedrina",56,27,33,11,17,0,32,17,19,15,19,0,0,0,0
"Pseudomonas cerasi",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas chloritidismutans",41,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"Pseudomonas chlororaphis",627,208,393,177,225,147,360,228,212,155,195,91,92,130,52
"Pseudomonas cichorii",104,56,42,50,79,14,185,79,50,56,53,28,16,32,32
"Pseudomonas citronellolis",162,36,59,30,93,56,106,83,24,31,67,33,21,33,17
"Pseudomonas congelans",34,18,29,21,27,23,41,36,14,0,19,0,15,0,0
"Pseudomonas coronafaciens",51,16,32,10,28,80,58,19,45,24,19,19,0,22,0
"Pseudomonas corrugata",58,52,122,15,102,12,25,25,35,25,14,10,14,0,11
"Pseudomonas cremoricolorata",65,91,58,22,42,26,54,32,36,12,24,18,14,16,10
"Pseudomonas donghuensis",0,0,0,0,0,0,0,54,18,0,0,0,0,0,0
"Pseudomonas entomophila",148,42,84,54,63,61,151,50,68,50,50,33,36,31,17
"Pseudomonas eucalypticola",111,16,51,22,43,14,81,57,0,20,41,30,22,14,0
"Pseudomonas extremaustralis",46,14,26,33,30,19,89,35,26,0,28,19,0,11,0
"Pseudomonas fakonensis",51,12,14,12,27,0,16,10,16,16,16,10,10,0,0
"Pseudomonas fluorescens",2286,1231,1252,505,1317,612,1095,1181,414,294,1100,775,1051,418,281
"Pseudomonas fragi",76,33,41,25,61,19,83,52,18,21,27,0,0,0,0
"Pseudomonas frederiksbergensis",94,30,68,39,58,25,82,29,31,18,29,22,18,20,11
"Pseudomonas fulva",243,94,114,71,136,14,167,62,242,106,69,16,100,65,0
"Pseudomonas furukawaii",168,51,119,38,74,18,112,62,31,37,44,29,45,14,0
"Pseudomonas fuscovaginae",20,0,24,0,18,13,12,16,12,10,0,0,0,0,0
"Pseudomonas glycinae",39,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"Pseudomonas gozinkensis",41,0,15,18,0,0,23,11,0,10,15,0,0,25,0
"Pseudomonas graminis",23,16,33,16,29,33,30,18,22,0,18,10,10,0,0
"Pseudomonas granadensis",53,15,24,16,11,0,16,36,12,0,29,11,0,0,0
"Pseudomonas guangdongensis",73,26,48,32,48,30,70,48,18,16,22,18,0,18,12
"Pseudomonas hamedanensis",50,0,26,0,39,0,48,29,10,10,18,20,0,12,0
"Pseudomonas iranensis",18,11,34,0,20,31,11,0,40,14,0,0,18,0,0
"Pseudomonas juntendi",0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
"Pseudomonas khazarica",50,0,26,0,0,0,32,0,0,13,15,0,0,0,0
"Pseudomonas knackmussii",320,179,243,86,206,18,227,261,50,34,146,99,95,34,18
"Pseudomonas koreensis",81,60,55,17,65,34,69,59,53,28,27,24,30,14,0
"Pseudomonas kribbensis",23,20,33,19,44,19,196,43,18,0,41,0,0,0,0
"Pseudomonas kunmingensis",0,20,27,0,0,18,20,0,0,0,0,0,0,0,0
"Pseudomonas lactis",19,0,12,0,0,0,13,0,0,10,13,0,0,0,0
"Pseudomonas lalkuanensis",182,64,72,40,82,59,110,47,30,86,54,18,35,63,28
"Pseudomonas libanensis",121,289,141,0,177,0,0,131,14,18,0,0,0,0,0
"Pseudomonas lini",23,10,10,12,0,29,59,42,18,10,21,10,0,10,0
"Pseudomonas lundensis",60,26,49,24,22,22,65,37,22,10,12,10,14,0,0
"Pseudomonas lurida",55,10,12,32,16,0,16,25,0,0,17,0,0,0,0
"Pseudomonas luteola",39,18,37,28,0,12,50,18,55,27,0,0,16,0,0
"Pseudomonas mandelii",85,30,59,0,41,0,30,0,19,0,0,0,0,0,0
"Pseudomonas marincola",98,39,45,24,60,12,82,43,20,12,36,26,23,21,0
"Pseudomonas maumuensis",22,0,32,0,0,13,27,17,12,18,0,0,0,0,0
"Pseudomonas mediterranea",54,12,35,18,30,19,39,46,15,19,19,26,0,11,0
"Pseudomonas mendocina",351,157,200,133,284,64,532,303,157,322,244,92,68,29,27
"Pseudomonas migulae",126,73,77,19,112,0,39,41,51,14,35,0,42,17,0
"Pseudomonas monsensis",14,12,0,0,13,0,0,0,0,0,0,0,0,0,0
"Pseudomonas monteilii",407,198,178,0,169,39,545,240,863,1719,263,0,0,0,0
"Pseudomonas moraviensis",155,146,89,46,220,0,58,122,19,0,0,0,0,0,0
"Pseudomonas mosselii",140,0,67,0,88,0,24,0,19,17,0,0,0,0,0
"Pseudomonas mucidolens",36,29,10,17,12,31,37,60,22,16,19,10,12,0,0
"Pseudomonas multiresinivorans",62,12,53,30,26,31,83,29,16,30,16,18,10,10,0
"Pseudomonas muyukensis",84,16,25,16,18,0,20,0,16,20,12,10,14,0,0
"Pseudomonas nanhaiensis",65,43,47,17,32,28,52,48,25,14,0,13,0,0,0
"Pseudomonas nitroreducens",83,0,0,0,0,0,48,0,0,0,0,0,0,0,0
"Pseudomonas ogarae",0,12,0,0,0,0,17,0,14,0,13,0,0,0,0
"Pseudomonas oleovorans",118,0,73,0,142,27,69,136,24,34,77,0,0,0,0
"Pseudomonas orientalis",119,44,59,36,54,26,131,62,32,38,50,17,27,22,11
"Pseudomonas oryzae",119,65,155,49,57,71,113,34,32,26,30,30,16,14,10
"Pseudomonas oryzihabitans",168,78,116,55,130,67,178,112,52,28,54,29,31,22,14
"Pseudomonas oryziphila",26,13,14,0,0,0,20,0,0,12,0,0,0,0,0
"Pseudomonas otitidis",168,71,143,60,74,39,224,97,50,44,77,48,45,23,22
"Pseudomonas palleroniana",60,10,12,14,28,12,42,0,10,0,0,0,0,0,0
"Pseudomonas parafulva",75,82,107,35,135,98,106,46,180,89,26,0,19,35,19
"Pseudomonas phragmitis",66,41,39,16,36,0,53,72,10,28,31,12,0,0,0
"Pseudomonas plecoglossicida",203,81,123,41,77,31,94,120,41,29,34,77,43,0,28
"Pseudomonas poae",124,44,53,36,30,36,118,42,57,19,32,23,15,11,0
"Pseudomonas pohangensis",72,28,34,22,60,18,110,64,24,24,42,10,16,12,0
"Pseudomonas promysalinigenes",39,12,14,0,26,22,54,22,24,26,12,12,0,0,0
"Pseudomonas prosekii",66,12,24,14,16,70,22,10,32,12,16,0,10,12,0
"Pseudomonas protegens",242,75,194,74,157,60,180,113,69,45,89,54,72,80,0
"Pseudomonas psychrophila",39,16,28,0,24,24,68,26,24,14,24,18,14,26,14
"Pseudomonas psychrotolerans",208,122,192,85,203,78,175,80,46,32,88,27,41,12,0
"Pseudomonas putida",4036,2886,2816,1155,2865,1160,2677,2259,1351,2137,1753,1223,1642,917,535
"Pseudomonas qingdaonensis",82,30,28,18,41,30,32,26,32,44,26,22,20,12,0
"Pseudomonas reinekei",31,0,21,13,21,13,39,0,0,10,13,0,0,0,0
"Pseudomonas resinovorans",110,51,71,26,78,39,98,53,54,128,34,40,17,0,0
"Pseudomonas rhizosphaerae",47,65,63,22,51,32,48,22,36,32,10,16,10,0,0
"Pseudomonas rhodesiae",171,43,54,22,86,30,112,120,36,25,46,48,67,27,15
"Pseudomonas salmasensis",0,0,0,19,0,0,13,0,0,0,12,0,0,0,0
"Pseudomonas saudiphocaensis",105,27,29,30,23,10,70,41,24,14,23,23,16,11,0
"Pseudomonas savastanoi",159,22,42,26,84,0,48,0,0,42,0,0,0,0,0
"Pseudomonas sediminis",50,16,16,14,12,31,71,16,18,24,12,12,0,0,0
"Pseudomonas sessilinigenes",0,0,0,0,0,0,18,0,0,0,0,0,37,0,0
"Pseudomonas sihuiensis",38,20,0,0,23,0,36,21,0,0,0,0,0,0,0
"Pseudomonas silesiensis",52,14,16,14,27,14,34,27,12,0,20,0,0,12,0
"Pseudomonas simiae",43,18,23,32,21,14,30,30,20,22,17,0,0,0,0
"Pseudomonas soli",0,0,0,0,81,0,44,86,0,0,0,0,0,0,0
"Pseudomonas sp. 02C 26",39,39,0,0,60,0,41,0,0,19,0,0,0,0,0
"Pseudomonas sp. 09C 129",20,130,178,0,247,16,0,19,0,0,0,0,0,0,0
"Pseudomonas sp. 14181154",41,0,41,0,0,0,29,52,0,13,0,0,0,0,0
"Pseudomonas sp. 15A4",48,29,29,0,14,12,34,10,14,10,0,13,0,0,0
"Pseudomonas sp. 2hn",41,0,12,0,0,0,0,25,0,51,23,0,0,0,0
"Pseudomonas sp. 3-2",24,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. 31-12",65,13,22,0,13,0,29,15,0,14,13,19,0,0,0
"Pseudomonas sp. 7SR1",43,38,53,18,24,0,58,20,26,24,22,10,14,12,0
"Pseudomonas sp. ABC1",50,52,46,17,44,18,123,29,18,30,25,21,19,0,0
"Pseudomonas sp. ACM7",52,16,37,0,0,10,44,0,10,14,16,11,14,14,0
"Pseudomonas sp. ADAK13",41,17,30,35,30,0,54,28,45,14,24,0,33,19,13
"Pseudomonas sp. ADAK18",34,10,17,0,21,0,35,12,20,14,17,0,17,10,0
"Pseudomonas sp. ADAK22",53,0,38,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. ADPe",117,34,108,0,52,28,57,82,24,16,41,0,0,0,0
"Pseudomonas sp. AN-B15",0,45,0,0,0,0,64,51,0,20,0,0,0,0,0
"Pseudomonas sp. AO-1",38,0,41,0,0,14,14,18,16,0,0,0,0,0,0
"Pseudomonas sp. ATCC 13867",111,24,115,45,79,44,107,65,24,32,41,43,0,12,0
"Pseudomonas sp. ATCC 43928",0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. B10",20,0,19,0,0,0,15,0,0,0,0,0,0,0,0
"Pseudomonas sp. B11D7D",54,18,47,31,31,27,114,85,34,50,41,18,0,18,0
"Pseudomonas sp. B14-6",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"Pseudomonas sp. BIGb0427",69,0,89,0,0,0,28,0,0,0,45,0,0,0,0
"Pseudomonas sp. BIOMIG1BAC",0,0,0,0,0,201,0,0,44,28,0,0,0,0,0
"Pseudomonas sp. BJP69",0,0,0,0,0,0,45,0,0,20,0,0,0,0,0
"Pseudomonas sp. C27(2019)",26,31,19,18,17,28,36,0,52,28,19,14,11,31,0
"Pseudomonas sp. Cab53",32,0,24,0,0,0,17,0,0,0,0,0,0,0,0
"Pseudomonas sp. CC6-YY-74",60,30,32,16,32,12,72,30,10,46,22,10,14,0,0
"Pseudomonas sp. CCOS 191",22,17,0,0,16,0,16,18,15,11,0,0,0,0,0
"Pseudomonas sp. CIP-10",0,0,0,0,0,0,630,176,78,96,212,0,0,0,0
"Pseudomonas sp. CMR5c",52,26,84,21,56,29,79,19,17,20,23,0,11,17,0
"Pseudomonas sp. DG56-2",45,20,26,16,55,20,26,43,18,22,24,12,0,16,0
"Pseudomonas sp. DNDY-54",109,31,22,21,39,64,70,53,25,16,41,16,16,0,0
"Pseudomonas sp. DR 5-09",21,0,0,0,0,0,26,0,0,0,0,0,0,0,0
"Pseudomonas sp. DR48",46,26,40,22,33,0,54,37,11,0,0,0,0,0,0
"Pseudomonas sp. DTU12.3",59,26,0,16,18,0,52,17,12,0,27,0,16,0,0
"Pseudomonas sp. DY-1",113,32,59,18,26,184,95,26,46,60,24,0,51,12,12
"Pseudomonas sp. FDAARGOS_380",27,0,20,0,21,32,24,14,0,15,0,0,16,0,0
"Pseudomonas sp. FGI182",0,0,0,0,0,0,22,0,23,102,0,0,0,0,0
"Pseudomonas sp. FIT28",76,0,0,0,0,0,20,0,108,40,0,0,67,29,0
"Pseudomonas sp. FIT81",28,20,14,0,32,13,0,18,0,0,0,0,0,0,0
"Pseudomonas sp. gcc21",100,73,67,44,51,39,126,103,32,24,42,34,31,18,0
"Pseudomonas sp. GR 6-02",0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
"Pseudomonas sp. HLS-6",41,22,36,23,36,17,80,36,34,18,23,13,0,21,12
"Pseudomonas sp. HN11",23,22,29,10,12,16,22,12,10,14,0,0,10,10,0
"Pseudomonas sp. HN2",20,0,16,0,0,0,16,0,0,0,0,0,0,0,0
"Pseudomonas sp. HN2-3",41,34,25,19,13,33,39,39,26,42,21,0,0,0,0
"Pseudomonas sp. HN8-3",57,0,0,0,0,0,24,0,0,0,0,0,0,0,0
"Pseudomonas sp. HS-18",50,0,0,0,36,28,40,42,0,0,0,0,0,0,0
"Pseudomonas sp. IB20",24,10,0,0,15,0,18,17,0,0,0,0,0,13,0
"Pseudomonas sp. IzPS59",45,138,284,33,184,0,39,33,10,12,31,0,0,0,0
"Pseudomonas sp. J380",0,0,0,0,28,0,0,0,0,0,0,0,0,34,0
"Pseudomonas sp. KNUC1026",170,38,42,30,32,20,86,46,68,30,24,24,20,12,16
"Pseudomonas sp. L5B5",30,18,55,22,32,22,56,39,26,30,37,14,16,24,0
"Pseudomonas sp. LAB-08",64,14,27,10,53,27,51,17,20,14,19,13,0,0,0
"Pseudomonas sp. LBUM920",148,0,0,0,0,0,21,0,28,0,0,0,0,0,0
"Pseudomonas sp. Leaf58",35,14,18,0,29,12,42,24,28,58,14,0,12,14,0
"Pseudomonas sp. LG1E9",39,31,34,12,19,27,38,24,19,14,22,0,0,21,0
"Pseudomonas sp. LPB0260",51,12,34,24,49,20,60,34,14,24,12,0,0,0,0
"Pseudomonas sp. LPH1",27,0,22,0,32,0,16,0,0,15,0,0,0,0,0
"Pseudomonas sp. LS.1a",40,24,15,14,18,13,44,22,14,37,11,12,0,0,0
"Pseudomonas sp. LTJR-52",30,0,16,0,21,73,28,0,47,14,12,0,0,17,0
"Pseudomonas sp. Lz4W",0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"Pseudomonas sp. M30-35",36,14,28,12,10,0,46,40,22,24,16,10,14,14,12
"Pseudomonas sp. Marseille-Q3773",41,12,15,11,26,12,37,19,16,30,17,24,0,10,0
"Pseudomonas sp. MM211",59,16,41,22,43,47,160,36,53,68,14,12,14,20,10
"Pseudomonas sp. MM213",39,19,17,13,28,40,22,12,0,22,15,14,15,15,0
"Pseudomonas sp. MPC6",48,14,29,15,19,23,28,25,18,10,17,13,17,0,0
"Pseudomonas sp. MPFS",53,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"Pseudomonas sp. MRSN12121",35,0,0,0,0,0,0,0,0,0,0,0,32,0,0
"Pseudomonas sp. MSPm1",43,98,53,20,49,14,125,22,40,288,0,18,0,0,0
"Pseudomonas sp. MTM4",142,62,55,53,26,53,79,43,27,37,36,24,0,23,14
"Pseudomonas sp. MYb193",0,27,67,39,0,20,31,14,0,0,0,0,77,28,0
"Pseudomonas sp. NC02",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. NIBR-H-19",58,11,36,17,16,26,31,17,17,0,23,0,0,11,0
"Pseudomonas sp. NIBRBAC000502773",11,0,0,0,14,0,10,0,0,0,0,0,0,11,0
"Pseudomonas sp. NS1(2017)",28,10,32,0,35,10,14,21,0,0,13,0,0,0,0
"Pseudomonas sp. OE 28.3",40,15,26,0,18,13,61,26,12,0,22,17,0,0,0
"Pseudomonas sp. OIL-1",74,41,74,54,56,71,76,42,18,23,21,29,0,39,20
"Pseudomonas sp. Os17",0,0,55,0,0,0,0,39,0,0,0,0,0,0,0
"Pseudomonas sp. Ost2",96,28,51,29,33,22,70,24,36,12,18,0,10,0,0
"Pseudomonas sp. p1(2021b)",238,108,170,53,102,24,193,117,70,60,105,132,63,31,0
"Pseudomonas sp. Pc102",35,15,46,16,29,20,50,11,0,22,22,0,11,13,0
"Pseudomonas sp. PDNC002",92,40,86,41,53,20,111,45,34,32,24,10,18,12,10
"Pseudomonas sp. phDV1",165,0,104,0,0,34,81,0,41,0,0,0,0,0,0
"Pseudomonas sp. PONIH3",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. PP3",40,17,18,0,19,0,48,31,15,14,15,0,0,0,0
"Pseudomonas sp. PS1(2021)",0,0,0,0,0,0,0,0,0,97,0,0,0,0,0
"Pseudomonas sp. R2A2",20,0,22,0,31,37,18,0,32,0,0,0,0,0,0
"Pseudomonas sp. R3-52-08",0,0,0,0,0,0,53,58,0,0,0,0,0,0,0
"Pseudomonas sp. R4-34-07",85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. R5-89-07",59,27,14,35,42,24,37,24,20,0,22,22,0,0,0
"Pseudomonas sp. R76",16,20,11,0,0,0,21,0,0,0,12,0,0,0,0
"Pseudomonas sp. R84",26,0,14,20,23,11,42,18,13,0,24,0,0,0,0
"Pseudomonas sp. RBPA9",0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
"Pseudomonas sp. RC3H12",21,11,24,0,20,13,37,18,13,23,15,0,15,0,0
"Pseudomonas sp. RtIB026",23,23,40,21,19,34,38,13,22,21,20,39,103,19,0
"Pseudomonas sp. RU47",0,0,73,0,0,0,62,0,0,0,0,0,0,0,0
"Pseudomonas sp. S07E 245",43,0,30,0,0,0,0,0,0,17,0,0,0,0,0
"Pseudomonas sp. S09G 359",46,39,37,16,48,15,31,21,12,14,16,0,0,0,0
"Pseudomonas sp. S150",0,0,0,0,0,36,37,0,0,25,0,0,0,0,0
"Pseudomonas sp. S34",45,14,10,11,13,19,33,0,0,10,0,11,15,0,0
"Pseudomonas sp. S35",53,39,20,0,41,0,69,21,10,0,41,0,0,0,11
"Pseudomonas sp. S49",109,86,0,0,0,75,62,0,0,0,0,0,0,99,101
"Pseudomonas sp. SC3(2021)",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"Pseudomonas sp. SCA2728.1_7",18,0,0,0,20,0,35,20,14,0,0,0,16,0,0
"Pseudomonas sp. SCB32",112,34,55,29,57,44,101,46,42,36,22,21,14,0,0
"Pseudomonas sp. SDM007",61,25,0,18,0,14,26,0,0,15,0,22,30,0,0
"Pseudomonas sp. Seg1",36,0,23,0,10,0,24,21,12,10,0,16,0,0,0
"Pseudomonas sp. SGAir0191",27,0,0,0,0,0,10,0,0,18,0,16,0,0,0
"Pseudomonas sp. SK",17,22,20,0,16,0,14,0,0,29,0,0,0,0,0
"Pseudomonas sp. SK3(2021)",24,0,0,0,12,0,15,11,0,0,19,0,0,0,0
"Pseudomonas sp. SORT22",0,0,0,59,0,0,41,0,32,0,0,0,0,0,0
"Pseudomonas sp. St29",0,0,0,0,0,154,0,0,34,27,0,0,0,0,0
"Pseudomonas sp. St316",23,0,18,0,16,0,18,12,0,13,14,22,0,16,0
"Pseudomonas sp. StFLB209",59,31,44,33,27,32,130,35,28,20,38,24,12,10,0
"Pseudomonas sp. SWI6",0,0,0,0,0,0,218,0,0,185,0,0,0,0,0
"Pseudomonas sp. SWI7",231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. TCU-HL1",59,26,52,18,26,26,86,44,22,32,30,24,24,0,0
"Pseudomonas sp. THAF7b",0,36,0,0,37,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. TMW 2.1634",0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
"Pseudomonas sp. Tri1",34,16,37,15,19,10,22,23,10,0,32,0,0,10,0
"Pseudomonas sp. URMO17WK12:I11",208,65,55,109,88,29,94,69,85,0,93,0,58,41,0
"Pseudomonas sp. UW4",36,0,0,0,0,59,20,0,16,13,0,0,0,0,0
"Pseudomonas sp. VLB120",0,0,0,0,0,0,0,226,0,0,0,0,0,0,0
"Pseudomonas sp. Y5-11",0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"Pseudomonas sp. Z003-0.4C(8344-21)",21,0,15,0,0,0,13,0,0,0,0,0,0,13,0
"Pseudomonas stutzeri",1352,417,739,493,744,325,1150,654,340,250,535,310,267,211,110
"Pseudomonas synxantha",567,441,200,157,390,54,273,266,55,29,231,319,301,139,106
"Pseudomonas syringae group genomosp. 3",0,0,0,0,0,0,113,0,0,0,0,57,0,78,0
"Pseudomonas syringae group genomosp. 7",37,20,26,0,32,22,97,20,30,20,16,14,0,12,0
"Pseudomonas syringae",383,142,275,228,218,366,361,230,377,183,179,130,144,104,101
"Pseudomonas taetrolens",43,31,42,10,38,24,32,25,30,20,15,10,14,0,12
"Pseudomonas tensinigenes",30,13,37,16,17,0,14,27,0,0,23,0,0,0,0
"Pseudomonas thivervalensis",30,18,0,19,27,10,65,32,10,16,21,19,0,12,0
"Pseudomonas tohonis",58,17,31,20,52,18,22,16,15,12,15,0,14,0,0
"Pseudomonas tolaasii",46,31,38,19,34,0,63,51,18,20,10,12,12,17,0
"Pseudomonas toyotomiensis",26,0,18,14,17,0,21,0,0,0,0,0,0,0,0
"Pseudomonas tritici",35,18,17,0,12,10,29,13,24,0,10,0,0,19,0
"Pseudomonas trivialis",92,17,43,32,53,26,81,31,30,15,26,11,10,11,0
"Pseudomonas tructae",45,18,33,18,45,24,50,20,46,22,12,12,0,0,0
"Pseudomonas umsongensis",80,29,51,37,34,28,55,48,41,34,43,15,0,10,0
"Pseudomonas vancouverensis",114,32,33,22,24,45,26,39,28,20,51,0,22,20,0
"Pseudomonas vanderleydeniana",87,30,52,16,36,42,42,42,112,52,12,14,20,12,10
"Pseudomonas veronii",49,0,0,0,64,0,50,76,20,0,0,0,0,0,0
"Pseudomonas versuta",54,30,47,12,60,0,34,25,0,0,16,0,10,0,0
"Pseudomonas viciae",24,10,12,0,10,15,26,21,10,10,15,10,15,13,0
"Pseudomonas viridiflava",140,65,141,71,68,44,166,163,75,48,81,30,19,20,0
"Pseudomonas wenzhouensis",30,16,29,0,25,10,61,19,10,12,21,17,12,0,0
"Pseudomonas xantholysinigenes",40,16,22,0,25,10,32,23,0,58,0,10,0,0,0
"Pseudomonas xanthomarina",63,56,71,19,46,25,43,61,74,34,48,18,17,16,20
"Pseudomonas xanthosomae",23,0,33,16,23,10,47,17,20,28,0,0,0,0,0
"Pseudomonas yamanorum",113,39,54,25,52,40,96,40,34,42,29,16,14,29,0
"Pseudomonas zarinae",13,11,17,0,15,0,0,23,35,0,15,0,0,0,0
"Pseudomonas zeae",47,10,0,0,0,28,57,16,0,0,11,0,0,0,0
"Pseudomonas zhaodongensis",121,44,131,37,66,27,69,59,33,10,38,15,21,33,0
"Thiopseudomonas alkaliphila",23,16,14,18,0,0,58,23,10,38,23,0,13,28,17
"Salinisphaera sp. LB1",88,34,68,108,42,54,292,30,20,14,22,30,26,34,18
"Allofrancisella frigidaquae",0,0,0,0,0,0,0,0,24,31,0,0,0,0,0
"Allofrancisella guangzhouensis",0,0,0,0,0,0,26,26,0,14,22,0,0,0,0
"Francisella frigiditurris",14,12,0,0,0,16,28,30,28,12,18,0,0,16,0
"Francisella halioticida",62,38,21,0,0,19,23,34,0,0,0,0,0,37,0
"Francisella hispaniensis",0,0,0,0,0,0,25,18,0,0,0,0,0,0,0
"Francisella marina",42,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Francisella orientalis",0,10,0,0,0,0,0,0,0,0,0,0,0,18,0
"Francisella philomiragia",22,10,22,22,0,0,36,24,35,19,26,27,36,68,54
"Francisella salina",0,0,0,0,0,0,0,0,44,35,0,0,0,0,0
"Francisella sp. FSC1006",12,0,0,0,0,0,33,21,23,0,0,0,22,28,0
"Francisella sp. LA112445",0,0,0,0,0,0,0,14,21,20,14,16,17,19,0
"Francisella sp. Scap27",0,0,0,0,0,0,0,77,12,0,54,0,0,16,0
"Francisella tularensis",16,0,13,29,0,0,67,39,12,15,19,0,0,48,0
"Francisella uliginis",0,18,15,0,0,0,27,12,11,10,0,0,0,16,0
"Hydrogenovibrio crunogenus",45,36,25,0,34,0,55,20,0,0,18,0,0,20,0
"Hydrogenovibrio marinus",28,12,26,0,13,16,28,34,26,24,20,21,0,0,0
"Hydrogenovibrio thermophilus",32,0,0,0,0,0,0,27,36,35,28,0,23,23,34
"Methylophaga frappieri",51,24,59,0,0,10,82,27,20,12,42,0,0,0,0
"Methylophaga nitratireducenticrescens",20,14,14,0,0,12,89,33,54,34,35,18,0,20,12
"Piscirickettsia salmonis",62,31,16,18,10,0,81,44,66,44,29,23,35,91,34
"Thiomicrorhabdus aquaedulcis",56,19,26,35,55,74,32,16,34,28,28,16,14,12,0
"Thiomicrorhabdus indica",12,22,24,0,10,10,26,14,20,0,0,0,16,12,12
"Thiomicrorhabdus sediminis",14,18,16,0,0,0,28,14,16,0,0,0,0,12,0
"Thiomicrorhabdus sp. Am19",18,24,0,0,18,0,30,0,22,16,0,25,22,18,0
"Thiomicrorhabdus xiamenensis",30,22,14,0,28,10,52,26,18,18,16,18,10,0,0
"Thiomicrospira aerophila",13,27,0,0,44,0,34,16,20,20,14,0,16,16,0
"Thiomicrospira cyclica",18,16,0,0,0,16,20,0,27,13,0,0,0,0,0
